map_name,scenario,threads,mapsize,pinning,n_samples,ops_per_sec_mean,ops_per_sec_std,ops_per_sec_se,ops_per_sec_ci95_low,ops_per_sec_ci95_high,latency_mean_ns,latency_std_ns,latency_ci95_low,latency_ci95_high,p50_latency_ns,p90_latency_ns,p95_latency_ns,p99_latency_ns,peak_rss_kb,bytes_per_entry
dashmap,read_only,16,1000000,spread,40,178118359.67,448102.48,70851.22,177979491.27,178257228.07,144.73,2.50,143.95,145.50,128,218,254,370,38180,39.10
dashmap,read_only,16,100000,compact,40,230412739.71,420795.43,66533.60,230282333.86,230543145.57,116.16,2.97,115.24,117.08,100,185,224,360,5544,56.77
dashmap,read_only,16,100000,spread,40,229732700.72,553544.84,87523.12,229561155.40,229904246.05,116.22,2.90,115.32,117.11,101,184,227,360,5508,56.40
dashmap,read_only,1,10000000,compact,40,23470239.28,145658.58,23030.64,23425099.22,23515379.35,184.87,6.40,182.88,186.85,147,224,458,568,281916,28.84
dashmap,read_only,1,10000000,spread,40,23460625.94,190397.21,30104.44,23401621.23,23519630.64,186.55,7.22,184.31,188.79,147,226,465,568,281872,28.84
dashmap,read_only,1,1000000,compact,40,49154433.15,791296.85,125115.02,48909207.72,49399658.58,62.78,1.42,62.34,63.22,59,71,118,139,38144,38.83
dashmap,read_only,1,1000000,spread,40,47394618.40,237218.30,37507.51,47321103.69,47468133.11,63.71,1.31,63.31,64.12,59,72,126,141,38308,38.84
dashmap,read_only,1,100000,compact,40,87281579.89,1431476.26,226336.27,86837960.80,87725198.98,37.68,0.94,37.38,37.97,34,46,48,60,5308,54.35
dashmap,read_only,1,100000,spread,40,87737180.22,121151.43,19155.72,87699635.00,87774725.44,37.43,0.93,37.14,37.72,34,46,48,58,5316,54.44
dashmap,read_only,2,10000000,compact,40,24662992.39,86059.12,13607.14,24636322.39,24689662.39,180.90,5.13,179.31,182.49,152,229,264,552,281860,28.84
dashmap,read_only,2,10000000,spread,40,24666773.25,78825.55,12463.41,24642344.96,24691201.54,180.45,5.45,178.76,182.13,152,229,266,534,281964,28.85
dashmap,read_only,2,1000000,compact,40,61427618.02,1548870.59,244897.94,60947618.05,61907617.98,72.13,4.20,70.83,73.43,66,81,132,150,38064,38.90
dashmap,read_only,2,1000000,spread,40,61240661.54,851872.09,134692.80,60976663.64,61504659.43,71.89,3.95,70.66,73.11,66,82,132,152,38140,38.84
dashmap,read_only,2,100000,compact,40,98557800.55,148618.93,23498.72,98511743.06,98603858.03,43.70,0.25,43.62,43.78,42,52,55,66,5336,54.64
dashmap,read_only,2,100000,spread,40,85658483.04,16198493.29,2561206.67,80638517.96,90678448.11,43.62,0.53,43.46,43.78,42,53,56,66,5312,54.39
dashmap,read_only,4,10000000,compact,40,44473604.98,239494.78,37867.45,44399384.78,44547825.19,202.94,8.76,200.22,205.65,180,266,302,554,281828,28.84
dashmap,read_only,4,10000000,spread,40,44409830.13,254562.69,40249.90,44330940.34,44488719.93,201.98,9.77,198.95,205.00,180,266,303,550,281908,28.84
dashmap,read_only,4,1000000,compact,40,87567874.47,471837.35,74604.04,87421650.56,87714098.38,94.51,2.31,93.79,95.22,90,134,159,205,38208,38.92
dashmap,read_only,4,1000000,spread,40,89417570.70,708611.78,112041.36,89197969.64,89637171.77,95.10,7.89,92.65,97.54,88,131,154,204,38168,38.90
dashmap,read_only,4,100000,compact,40,117522799.01,573107.33,90616.22,117345191.21,117700406.81,71.93,2.02,71.30,72.55,73,106,118,158,5316,54.44
dashmap,read_only,4,100000,spread,40,117670438.47,201830.37,31912.18,117607890.60,117732986.35,71.41,1.25,71.03,71.80,72,106,119,156,5352,54.80
dashmap,read_only,8,10000000,compact,40,78056823.45,1019702.65,161229.15,77740814.32,78372832.57,224.16,13.40,220.01,228.32,201,298,332,552,281832,28.85
dashmap,read_only,8,10000000,spread,40,78381792.96,491048.03,77641.51,78229615.60,78533970.32,226.90,13.14,222.83,230.97,201,297,332,566,281832,28.85
dashmap,read_only,8,1000000,compact,40,142556445.41,1400758.94,221479.43,142122345.72,142990545.11,111.77,5.69,110.00,113.53,101,158,182,256,38144,38.92
dashmap,read_only,8,1000000,spread,40,142430328.15,2159405.95,341432.06,141761121.31,143099534.99,113.28,6.65,111.22,115.34,102,159,182,249,38028,38.90
dashmap,read_only,8,100000,compact,40,172753399.18,1532891.00,242371.35,172278351.33,173228447.02,91.84,1.72,91.31,92.38,85,136,159,228,5376,55.05
dashmap,read_only,8,100000,spread,40,172080250.29,269740.05,42649.65,171996656.98,172163843.59,92.73,1.70,92.20,93.26,85,137,162,240,5380,55.09
dashmap,resize_stress,16,10000000,compact,40,98627263.46,2962551.73,468420.56,97709159.17,99545367.76,212.84,62.93,193.34,232.34,142,230,280,478,47612,48.00
dashmap,resize_stress,16,10000000,spread,40,98786113.80,2745139.80,434044.71,97935386.16,99636841.44,202.36,53.88,185.66,219.06,143,230,282,496,48436,48.28
dashmap,resize_stress,16,1000000,compact,40,96442173.66,2513179.67,397368.60,95663331.21,97221016.11,216.11,72.60,193.61,238.61,142,236,290,512,47404,47.84
dashmap,resize_stress,16,1000000,spread,40,99302581.37,2581391.31,408153.80,98502599.92,100102562.82,230.64,74.44,207.57,253.71,143,230,280,496,49452,49.08
dashmap,resize_stress,16,100000,compact,40,95966733.63,2597038.87,410627.90,95161902.95,96771564.31,232.79,82.42,207.25,258.33,142,235,286,498,47066,48.02
dashmap,resize_stress,16,100000,spread,40,96426001.27,2751028.91,434975.86,95573448.58,97278553.97,210.49,64.87,190.39,230.60,143,238,290,516,47144,47.88
dashmap,resize_stress,1,10000000,compact,40,35949934.70,1480681.43,234116.29,35491066.77,36408802.63,39.02,3.95,37.80,40.25,35,50,54,68,41464,42.46
dashmap,resize_stress,1,10000000,spread,40,36101032.64,1347363.54,213036.88,35683480.35,36518584.92,38.22,1.11,37.88,38.57,35,50,53,65,41464,42.46
dashmap,resize_stress,1,1000000,compact,40,36213067.86,1521808.81,240619.10,35741454.42,36684681.29,38.34,1.50,37.87,38.80,35,50,53,69,41432,42.43
dashmap,resize_stress,1,1000000,spread,40,36121063.30,1381880.42,218494.48,35692814.13,36549312.48,38.10,0.92,37.81,38.39,35,50,53,72,41420,42.41
dashmap,resize_stress,1,100000,compact,40,36026025.40,1531908.40,242215.99,35551282.07,36500768.73,38.72,1.96,38.12,39.33,35,50,54,70,41448,42.44
dashmap,resize_stress,1,100000,spread,40,36026230.71,1443048.00,228165.92,35579025.51,36473435.92,38.79,4.25,37.47,40.10,35,50,54,70,41432,42.43
dashmap,resize_stress,2,10000000,compact,40,47821449.63,1836111.42,290314.71,47252432.81,48390466.46,71.82,33.47,61.45,82.19,45,61,66,122,41832,42.59
dashmap,resize_stress,2,10000000,spread,40,47559977.42,1916363.67,303003.70,46966090.17,48153864.67,66.00,31.88,56.12,75.88,45,61,67,116,42104,42.33
dashmap,resize_stress,2,1000000,compact,40,46976676.37,1718106.08,271656.42,46444229.78,47509122.96,82.99,61.82,63.83,102.15,46,63,70,116,41690,42.39
dashmap,resize_stress,2,1000000,spread,40,47059456.93,2895621.97,457838.03,46162094.38,47956819.47,75.09,42.49,61.92,88.25,45,62,67,121,41980,42.28
dashmap,resize_stress,2,100000,compact,40,47229071.67,1944151.07,307397.28,46626573.02,47831570.33,78.78,42.09,65.73,91.82,45,62,66,108,42088,42.55
dashmap,resize_stress,2,100000,spread,40,47083787.06,1956662.05,309375.44,46477411.21,47690162.92,74.83,38.52,62.89,86.76,45,62,68,117,41900,42.59
dashmap,resize_stress,4,10000000,compact,40,56038070.88,1576530.86,249271.42,55549498.90,56526642.85,112.89,44.73,99.03,126.75,74,128,148,212,45284,44.28
dashmap,resize_stress,4,10000000,spread,40,55428064.60,1568596.34,248016.86,54941951.55,55914177.64,116.92,58.93,98.65,135.18,75,128,149,212,44648,44.23
dashmap,resize_stress,4,1000000,compact,40,56000315.62,1399152.21,221225.39,55566713.85,56433917.38,109.92,40.65,97.32,122.51,73,127,147,210,43188,43.25
dashmap,resize_stress,4,1000000,spread,40,55301461.13,1428846.26,225920.43,54858657.09,55744265.18,128.49,58.01,110.51,146.47,75,130,148,212,44756,43.95
dashmap,resize_stress,4,100000,compact,40,55655281.51,1343520.70,212429.28,55238920.14,56071642.89,119.99,73.59,97.18,142.80,79,129,146,194,45320,44.37
dashmap,resize_stress,4,100000,spread,40,54932319.18,1396329.85,220779.13,54499592.08,55365046.29,111.85,38.02,100.07,123.63,79,130,149,204,43796,43.87
dashmap,resize_stress,8,10000000,compact,40,73651865.60,1829339.96,289244.04,73084947.27,74218783.93,198.17,85.79,171.58,224.75,112,171,199,298,47202,46.56
dashmap,resize_stress,8,10000000,spread,40,71276698.81,1749447.20,276611.89,70734539.51,71818858.12,180.83,87.17,153.81,207.84,110,176,207,310,47524,47.12
dashmap,resize_stress,8,1000000,compact,40,56885020.30,1809379.68,286088.05,56324287.73,57445752.88,160.46,51.87,144.39,176.54,106,176,212,344,48512,46.70
dashmap,resize_stress,8,1000000,spread,40,71430029.64,2001610.72,316482.44,70809724.05,72050335.23,162.28,54.69,145.33,179.23,110,175,204,305,47088,45.80
dashmap,resize_stress,8,100000,compact,40,71657740.52,1422670.90,224944.02,71216850.23,72098630.80,189.20,79.35,164.61,213.79,109,175,206,306,46632,46.36
dashmap,resize_stress,8,100000,spread,40,71552712.49,1768991.64,279702.14,71004496.30,72100928.68,172.41,53.97,155.68,189.13,110,174,205,311,48172,45.98
dashmap,sequential_keys,16,10000000,compact,40,41111359.14,1044512.27,165151.89,40787661.44,41435056.85,489.10,82.57,463.51,514.69,172,868,1992,3906,281872,288.64
dashmap,sequential_keys,16,10000000,spread,40,41154306.76,1027712.39,162495.60,40835815.39,41472798.13,457.01,64.84,436.92,477.11,171,850,2007,3769,281864,288.63
dashmap,sequential_keys,16,1000000,compact,40,120910325.87,2209157.43,349298.46,120225700.89,121594950.85,214.19,16.51,209.08,219.31,143,247,327,2415,38196,39.11
dashmap,sequential_keys,16,1000000,spread,40,124581241.12,2596503.46,410543.24,123776576.36,125385905.88,212.14,14.82,207.55,216.73,144,242,314,2481,38172,39.09
dashmap,sequential_keys,16,100000,compact,40,97131754.59,2388800.71,377702.56,96391457.58,97872051.60,209.26,61.45,190.22,228.30,142,238,290,498,49254,50.29
dashmap,sequential_keys,16,100000,spread,40,96818501.56,2386810.56,377387.88,96078821.31,97558181.82,196.53,64.80,176.45,216.62,142,237,289,497,48826,49.69
dashmap,sequential_keys,1,10000000,compact,40,12590742.12,102663.36,16232.50,12558926.41,12622557.82,152.97,16.11,147.97,157.96,69,175,855,1056,281868,288.40
dashmap,sequential_keys,1,10000000,spread,40,12542068.27,165556.85,26176.84,12490761.67,12593374.87,152.94,16.92,147.70,158.19,69,172,842,1055,281820,288.42
dashmap,sequential_keys,1,1000000,compact,40,47512984.62,533697.75,84385.02,47347589.98,47678379.27,58.79,3.12,57.83,59.76,51,59,62,132,38156,38.85
dashmap,sequential_keys,1,1000000,spread,40,47554692.33,283763.42,44866.94,47466753.13,47642631.52,57.90,1.55,57.42,58.38,51,59,62,133,38104,38.87
dashmap,sequential_keys,1,100000,compact,40,35928168.53,1447415.89,228856.55,35479609.69,36376727.36,38.39,1.41,37.96,38.83,35,50,54,74,41040,42.02
dashmap,sequential_keys,1,100000,spread,40,36068668.87,1303640.18,206123.61,35664666.59,36472671.14,38.36,1.27,37.97,38.75,35,50,53,69,41028,42.01
dashmap,sequential_keys,2,10000000,compact,40,14796979.32,159998.29,25297.95,14747395.34,14846563.31,185.09,26.47,176.89,193.30,72,205,1047,1368,281732,288.44
dashmap,sequential_keys,2,10000000,spread,40,14757162.54,180948.68,28610.50,14701085.97,14813239.12,189.62,29.60,180.45,198.79,72,214,1062,1370,281876,288.43
dashmap,sequential_keys,2,1000000,compact,40,56954146.92,599843.73,94843.62,56768253.43,57140040.42,73.36,2.83,72.49,74.24,60,73,77,166,37932,38.84
dashmap,sequential_keys,2,1000000,spread,40,56130242.88,3738792.12,591154.94,54971579.19,57288906.56,76.25,10.08,73.12,79.37,60,73,78,169,38160,38.87
dashmap,sequential_keys,2,100000,compact,40,47395413.02,1777472.58,281043.09,46844568.56,47946257.48,73.75,37.02,62.27,85.22,45,61,67,120,41804,42.41
dashmap,sequential_keys,2,100000,spread,40,47634972.39,1688529.98,266980.03,47111691.53,48158253.25,79.11,32.83,68.93,89.28,45,64,69,122,41928,42.52
dashmap,sequential_keys,4,10000000,compact,40,24328683.69,354159.90,55997.60,24218928.40,24438438.98,236.01,19.84,229.86,242.16,131,274,1190,1708,281700,288.44
dashmap,sequential_keys,4,10000000,spread,40,24456942.33,317284.79,50167.13,24358614.76,24555269.91,241.97,28.42,233.16,250.78,134,272,1214,1684,281668,288.43
dashmap,sequential_keys,4,1000000,compact,40,73708236.03,1967320.85,311060.74,73098556.98,74317915.08,102.33,5.42,100.65,104.01,75,130,154,497,37996,38.89
dashmap,sequential_keys,4,1000000,spread,40,70865159.91,936099.75,148010.37,70575059.59,71155260.23,108.42,5.38,106.76,110.09,86,135,156,506,37992,38.89
dashmap,sequential_keys,4,100000,compact,40,56017920.57,1578266.76,249545.89,55528810.63,56507030.51,108.42,31.95,98.52,118.33,76,128,150,213,43504,43.37
dashmap,sequential_keys,4,100000,spread,40,56207235.71,1642508.69,259703.43,55698216.99,56716254.43,113.29,47.58,98.54,128.03,75,128,148,208,44608,44.39
dashmap,sequential_keys,8,10000000,compact,40,35641828.21,848609.74,134176.98,35378841.33,35904815.09,317.04,47.53,302.31,331.77,139,410,1393,2574,281756,288.52
dashmap,sequential_keys,8,10000000,spread,40,35604270.08,494012.47,78110.23,35451174.02,35757366.13,301.38,18.21,295.73,307.02,137,420,1448,2568,281760,288.52
dashmap,sequential_keys,8,1000000,compact,40,97850079.69,2667601.41,421784.82,97023381.45,98676777.93,145.32,8.09,142.81,147.82,113,172,208,1388,38048,38.96
dashmap,sequential_keys,8,1000000,spread,40,96726692.87,1252579.66,198050.23,96338514.42,97114871.33,143.72,9.86,140.66,146.77,109,177,216,1392,38012,38.92
dashmap,sequential_keys,8,100000,compact,40,72607810.94,1852259.29,292867.91,72033789.84,73181832.04,186.46,57.70,168.58,204.34,110,177,212,348,45628,45.46
dashmap,sequential_keys,8,100000,spread,40,72566846.61,1563580.19,247223.74,72082288.09,73051405.13,182.65,63.86,162.86,202.44,106,176,211,363,46424,46.13
dashmap,zipfian,16,10000000,compact,40,90813124.65,435074.09,68791.25,90678293.79,90947955.51,197.35,3.36,196.31,198.39,164,319,381,634,282104,28.89
dashmap,zipfian,16,10000000,spread,40,90498338.11,899728.27,142259.53,90219509.43,90777166.78,197.27,4.43,195.90,198.64,162,320,378,629,282072,28.88
dashmap,zipfian,16,1000000,compact,40,116538755.54,577777.15,91354.59,116359700.55,116717810.54,161.84,4.68,160.39,163.29,136,224,290,594,38392,39.26
dashmap,zipfian,16,1000000,spread,40,115370755.27,1139192.58,180122.16,115017715.83,115723794.71,163.06,4.62,161.62,164.49,136,226,296,594,38364,39.28
dashmap,zipfian,16,100000,compact,40,102934262.95,528427.88,83551.78,102770501.45,103098024.45,182.46,39.07,170.35,194.56,124,222,334,980,5736,58.74
dashmap,zipfian,16,100000,spread,40,101643026.55,719906.66,113827.24,101419925.16,101866127.93,179.54,13.78,175.27,183.81,125,228,344,1062,5700,58.37
dashmap,zipfian,1,10000000,compact,40,15527159.64,43190.46,6829.01,15513774.78,15540544.50,112.67,5.66,110.91,114.42,76,224,235,442,282128,28.86
dashmap,zipfian,1,10000000,spread,40,15492644.19,82927.29,13111.96,15466944.75,15518343.62,111.05,2.35,110.33,111.78,77,224,234,394,281900,28.87
dashmap,zipfian,1,1000000,compact,40,30104983.34,243473.52,38496.54,30029530.12,30180436.57,66.17,1.14,65.81,66.52,56,80,92,146,38432,39.08
dashmap,zipfian,1,1000000,spread,40,29876757.00,130821.08,20684.63,29836215.13,29917298.87,66.47,1.10,66.13,66.82,56,82,93,148,38504,39.04
dashmap,zipfian,1,100000,compact,40,34631465.04,305464.41,48298.16,34536800.64,34726129.44,55.72,0.88,55.44,55.99,54,58,62,84,5504,56.36
dashmap,zipfian,1,100000,spread,40,34727605.24,83824.81,13253.87,34701627.67,34753582.82,55.58,0.67,55.38,55.79,54,58,62,86,5472,56.03
dashmap,zipfian,2,10000000,compact,40,20875240.25,80322.28,12700.07,20850348.12,20900132.38,125.18,5.65,123.43,126.93,89,237,249,466,282060,28.86
dashmap,zipfian,2,10000000,spread,40,20874021.52,95105.06,15037.43,20844548.16,20903494.89,124.22,4.56,122.80,125.63,89,236,250,452,281868,28.86
dashmap,zipfian,2,1000000,compact,40,38501315.39,263680.79,41691.59,38419599.86,38583030.91,81.86,2.01,81.24,82.49,74,100,113,168,38444,39.12
dashmap,zipfian,2,1000000,spread,40,38356218.29,334042.96,52816.83,38252697.30,38459739.27,82.35,3.85,81.16,83.55,74,100,113,169,38332,39.05
dashmap,zipfian,2,100000,compact,40,46379916.63,92640.96,14647.82,46351206.90,46408626.36,70.69,1.62,70.19,71.19,67,78,83,108,5520,56.52
dashmap,zipfian,2,100000,spread,40,45743964.17,2517235.89,398009.94,44963864.68,46524063.66,71.18,5.27,69.54,72.81,67,78,83,108,5484,56.16
dashmap,zipfian,4,10000000,compact,40,34397906.70,200072.74,31634.28,34335903.52,34459909.88,145.40,4.17,144.11,146.69,117,250,276,508,282220,28.86
dashmap,zipfian,4,10000000,spread,40,34277041.76,116021.43,18344.60,34241086.34,34312997.17,146.31,5.61,144.58,148.05,116,250,277,503,282000,28.86
dashmap,zipfian,4,1000000,compact,40,54582631.09,562956.78,89011.28,54408168.97,54757093.20,104.98,5.98,103.13,106.83,96,137,158,216,38268,39.11
dashmap,zipfian,4,1000000,spread,40,54568976.83,414840.72,65592.08,54440416.36,54697537.29,106.34,7.54,104.01,108.68,96,137,158,216,38484,39.06
dashmap,zipfian,4,100000,compact,40,60118885.66,645349.40,102038.70,59918889.81,60318881.51,97.60,2.67,96.77,98.43,95,133,143,192,5532,56.65
dashmap,zipfian,4,100000,spread,40,60256422.76,99505.52,15733.20,60225585.68,60287259.84,96.73,0.96,96.44,97.03,94,134,144,192,5512,56.44
dashmap,zipfian,8,10000000,compact,40,60599254.48,366851.46,58004.31,60485566.03,60712942.92,160.86,6.71,158.78,162.95,127,271,302,547,282148,28.87
dashmap,zipfian,8,10000000,spread,40,60071058.28,270745.20,42808.57,59987153.48,60154963.09,166.09,19.68,160.00,172.19,128,271,304,546,282052,28.87
dashmap,zipfian,8,1000000,compact,40,87594053.76,1670514.74,264131.57,87076355.88,88111751.64,123.82,5.51,122.11,125.53,114,162,190,345,38504,39.14
dashmap,zipfian,8,1000000,spread,40,89128797.03,1283640.17,202961.33,88730992.82,89526601.24,122.35,8.82,119.61,125.08,111,158,187,329,38280,39.08
dashmap,zipfian,8,100000,compact,40,95473161.00,620515.63,98112.14,95280861.22,95665460.79,116.12,1.73,115.59,116.66,106,154,180,332,5572,57.06
dashmap,zipfian,8,100000,spread,40,95239699.55,280547.65,44358.48,95152756.93,95326642.17,116.80,1.45,116.35,117.25,107,155,180,374,5560,56.93
libcuckoo,balanced,16,10000000,compact,40,105991263.50,375297.43,59339.73,105874957.62,106107569.38,168.84,4.97,167.29,170.38,140,286,379,658,311616,30.43
libcuckoo,balanced,16,10000000,spread,40,105844429.59,2369655.03,374675.36,105110065.89,106578793.29,169.05,6.25,167.12,170.99,138,286,382,650,311628,30.43
libcuckoo,balanced,16,1000000,compact,40,45441362.63,751568.90,118833.48,45208449.01,45674276.24,342.78,251.30,264.90,420.66,118,454,1084,2849,72420,53.22
libcuckoo,balanced,16,1000000,spread,40,44663512.33,1202592.63,190146.59,44290825.01,45036199.64,289.01,16.04,284.04,293.98,119,456,1143,2820,72404,53.20
libcuckoo,balanced,16,100000,compact,40,126450881.90,8101256.93,1280921.19,123940276.37,128961487.43,149.85,279.19,63.33,236.37,93,130,152,302,63328,325.31
libcuckoo,balanced,16,100000,spread,40,126103207.58,7656955.21,1210670.92,123730292.58,128476122.58,160.20,341.40,54.40,266.00,93,131,152,302,81760,419.94
libcuckoo,balanced,1,10000000,compact,40,16245488.20,52569.69,8312.00,16229196.69,16261779.72,100.21,2.18,99.53,100.89,64,144,163,468,311600,30.42
libcuckoo,balanced,1,10000000,spread,40,16204495.38,33334.71,5270.68,16194164.84,16214825.91,100.23,2.32,99.51,100.95,64,145,165,468,311600,30.42
libcuckoo,balanced,1,1000000,compact,40,11372428.51,143471.63,22684.86,11327966.19,11416890.82,236.10,755.52,1.96,470.24,66,188,355,578,72112,52.99
libcuckoo,balanced,1,1000000,spread,40,11313066.99,125683.23,19872.26,11274117.36,11352016.63,237.79,764.65,0.83,474.76,64,188,359,580,72120,53.00
libcuckoo,balanced,1,100000,compact,40,24918074.52,265477.57,41975.69,24835802.17,25000346.87,60.34,1.42,59.90,60.78,56,75,85,126,21556,110.74
libcuckoo,balanced,1,100000,spread,40,24938696.05,205111.85,32431.03,24875131.23,25002260.87,60.12,1.41,59.68,60.56,56,75,85,122,21556,110.74
libcuckoo,balanced,2,10000000,compact,40,22437130.80,93588.47,14797.64,22408127.43,22466134.17,109.96,2.20,109.28,110.64,102,162,185,478,311608,30.42
libcuckoo,balanced,2,10000000,spread,40,22457542.77,53023.14,8383.70,22441110.73,22473974.82,109.76,2.66,108.94,110.59,112,161,183,470,311596,30.42
libcuckoo,balanced,2,1000000,compact,40,15166994.50,219069.85,34637.99,15099104.04,15234884.95,145.20,6.97,143.04,147.36,81,238,456,842,72304,53.13
libcuckoo,balanced,2,1000000,spread,40,15259695.15,159128.90,25160.49,15210380.59,15309009.71,144.52,5.30,142.88,146.17,81,242,452,830,72328,53.14
libcuckoo,balanced,2,100000,compact,40,35899082.57,394828.06,62427.80,35776724.09,36021441.06,76.34,2.45,75.58,77.10,69,98,111,179,26332,135.28
libcuckoo,balanced,2,100000,spread,40,36306595.57,472033.13,74634.99,36160310.99,36452880.16,75.79,2.33,75.07,76.51,69,95,109,184,26364,135.44
libcuckoo,balanced,4,10000000,compact,40,42517552.84,191100.85,30215.70,42458330.07,42576775.60,115.38,2.26,114.68,116.08,120,176,198,437,311628,30.43
libcuckoo,balanced,4,10000000,spread,40,42506845.10,152352.36,24089.02,42459630.61,42554059.58,118.06,6.04,116.19,119.93,120,175,198,440,311632,30.43
libcuckoo,balanced,4,1000000,compact,40,26011712.93,322501.27,50991.93,25911768.76,26111657.11,156.38,6.78,154.28,158.48,87,260,502,1031,72388,53.19
libcuckoo,balanced,4,1000000,spread,40,25614932.08,246731.35,39011.65,25538469.24,25691394.92,156.62,5.41,154.95,158.30,88,254,498,1027,72332,53.15
libcuckoo,balanced,4,100000,compact,40,63597840.14,1051063.85,166187.79,63272112.07,63923568.20,81.08,4.39,79.72,82.44,74,101,114,206,35620,182.76
libcuckoo,balanced,4,100000,spread,40,63386297.34,1367282.49,216186.34,62962572.10,63810022.57,80.66,2.56,79.87,81.45,74,102,115,200,35604,182.64
libcuckoo,balanced,8,10000000,compact,40,74631144.96,443337.89,70097.88,74493753.12,74768536.79,130.62,6.81,128.51,132.73,122,202,236,484,311632,30.43
libcuckoo,balanced,8,10000000,spread,40,74847979.03,398898.06,63071.32,74724359.24,74971598.82,129.03,4.63,127.59,130.46,122,202,237,491,311632,30.43
libcuckoo,balanced,8,1000000,compact,40,37242802.98,406717.51,64307.68,37116759.91,37368846.04,195.92,10.33,192.72,199.12,94,300,684,1605,72368,53.18
libcuckoo,balanced,8,1000000,spread,40,38545393.70,968310.54,153103.34,38245311.15,38845476.24,328.50,899.18,49.84,607.16,91,293,626,1441,72372,53.19
libcuckoo,balanced,8,100000,compact,40,101255630.26,5626454.96,889620.64,99511973.80,102999286.72,129.53,272.88,44.96,214.10,80,109,124,241,54076,277.53
libcuckoo,balanced,8,100000,spread,40,100401870.64,5407000.49,854921.84,98726223.83,102077517.45,87.89,3.71,86.74,89.04,81,111,126,248,49444,253.99
libcuckoo,insert_only,16,10000000,compact,40,77733481.31,515267.23,81470.90,77573798.34,77893164.28,237.79,5.51,236.08,239.49,195,375,508,738,311600,319.08
libcuckoo,insert_only,16,10000000,spread,40,77593782.91,279661.16,44218.31,77507115.02,77680450.80,238.05,4.69,236.59,239.50,195,377,511,742,311616,319.09
libcuckoo,insert_only,16,1000000,compact,40,188087242.19,2469637.66,390484.00,187321893.55,188852590.83,93.95,2.19,93.27,94.63,85,122,150,266,35136,35.98
libcuckoo,insert_only,16,1000000,spread,40,187848688.33,1514514.93,239465.84,187379335.29,188318041.37,94.42,2.25,93.72,95.12,85,124,155,286,35132,35.98
libcuckoo,insert_only,16,100000,compact,40,44359848.49,1953749.49,308914.92,43754375.25,44965321.73,219.94,15.96,215.00,224.89,117,424,638,1342,275268,281.88
libcuckoo,insert_only,16,100000,spread,40,34723407.70,1393757.63,220372.43,34291477.74,35155337.67,491.88,572.67,314.40,669.35,134,744,1220,2330,263744,270.07
libcuckoo,insert_only,1,10000000,compact,40,16621579.46,77299.22,12222.08,16597624.18,16645534.74,166.52,3.54,165.42,167.62,118,450,480,531,311592,319.07
libcuckoo,insert_only,1,10000000,spread,40,16715772.12,83683.12,13231.46,16689838.46,16741705.79,166.00,3.66,164.87,167.14,118,450,480,530,311596,319.07
libcuckoo,insert_only,1,1000000,compact,40,27471198.35,344081.47,54404.06,27364566.40,27577830.30,58.23,1.39,57.80,58.66,47,106,113,131,35108,35.95
libcuckoo,insert_only,1,1000000,spread,40,27589734.43,349158.24,55206.77,27481529.17,27697939.69,58.49,1.58,58.00,58.98,47,106,114,132,35104,35.95
libcuckoo,insert_only,1,100000,compact,40,20245967.28,254525.07,40243.95,20167089.14,20324845.42,74.50,1.27,74.11,74.89,54,126,164,363,49208,50.39
libcuckoo,insert_only,1,100000,spread,40,20373087.39,219375.15,34686.26,20305102.33,20441072.45,74.44,2.66,73.62,75.27,54,124,162,328,49204,50.38
libcuckoo,insert_only,2,10000000,compact,40,17132255.63,563506.32,89098.17,16957623.21,17306888.05,142.72,4.17,141.43,144.01,124,164,202,494,311600,319.08
libcuckoo,insert_only,2,10000000,spread,40,17205718.88,38136.25,6029.87,17193900.33,17217537.42,142.42,2.35,141.69,143.15,124,164,208,488,311584,319.06
libcuckoo,insert_only,2,1000000,compact,40,37358414.97,675826.99,106857.63,37148974.01,37567855.93,72.60,1.65,72.09,73.11,61,117,128,200,35108,35.95
libcuckoo,insert_only,2,1000000,spread,40,37447992.54,482374.24,76270.06,37298503.22,37597481.87,72.22,2.45,71.46,72.98,61,117,128,176,35116,35.96
libcuckoo,insert_only,2,100000,compact,40,23898986.28,561573.85,88792.62,23724952.74,24073019.82,116.77,53.39,100.22,133.31,78,156,218,413,81656,83.62
libcuckoo,insert_only,2,100000,spread,40,24086485.50,419058.06,66258.90,23956618.06,24216352.94,125.96,65.81,105.56,146.35,76,156,223,410,77028,78.88
libcuckoo,insert_only,4,10000000,compact,40,31689672.40,79718.09,12604.54,31664967.51,31714377.30,148.22,3.81,147.04,149.40,133,176,206,480,311616,319.09
libcuckoo,insert_only,4,10000000,spread,40,31667193.13,92254.47,14586.71,31638603.17,31695783.08,148.28,3.08,147.32,149.23,132,176,204,463,311616,319.09
libcuckoo,insert_only,4,1000000,compact,40,72063769.57,1063831.92,168206.60,71734084.64,72393454.49,76.47,2.95,75.56,77.39,67,116,131,182,35136,35.98
libcuckoo,insert_only,4,1000000,spread,40,72337127.54,1069242.74,169062.12,72005765.78,72668489.30,75.83,2.43,75.07,76.58,66,116,132,178,35108,35.95
libcuckoo,insert_only,4,100000,compact,40,33562493.30,893031.85,141200.73,33285739.86,33839246.74,131.07,48.29,116.11,146.03,81,234,346,552,113964,116.70
