run_id,map_name,map_version,scenario,thread_count,map_size,ops_per_trial,repeat_index,seed,core_mapping,duration_ns,ops_per_sec,mean_sample_latency_ns,p50_latency_ns,p90_latency_ns,p95_latency_ns,p99_latency_ns,max_sample_latency_ns,sampled_ops_count,peak_rss_kb,current_rss_kb,bytes_per_entry,overhead_ratio,numa_nodes,pinning_strategy,allocation_node,notes
dashmap_zipfian_4t_10000000m,dashmap,6.0.0,zipfian,4,10000000,1000000,24,66,0,1,2,3,29149750,34305611.54,147.84,119,259,279,519,1179,1000,282220,281876,28.86,1.80,1,compact,0,
dashmap_zipfian_4t_10000000m,dashmap,6.0.0,zipfian,4,10000000,1000000,25,67,0,1,2,3,28853402,34657958.18,147.05,119,249,279,522,1042,1000,282220,281876,28.86,1.80,1,compact,0,
dashmap_zipfian_4t_10000000m,dashmap,6.0.0,zipfian,4,10000000,1000000,26,68,0,1,2,3,29117823,34343226.83,145.08,116,254,275,531,1126,1000,282220,281876,28.86,1.80,1,compact,0,
dashmap_zipfian_4t_10000000m,dashmap,6.0.0,zipfian,4,10000000,1000000,27,69,0,1,2,3,29063367,34407575.69,146.03,115,247,276,517,3547,1000,282220,281876,28.86,1.80,1,compact,0,
dashmap_zipfian_4t_10000000m,dashmap,6.0.0,zipfian,4,10000000,1000000,28,70,0,1,2,3,29177935,34272473.36,139.87,114,236,265,479,1116,1000,282220,281876,28.86,1.80,1,compact,0,
dashmap_zipfian_4t_10000000m,dashmap,6.0.0,zipfian,4,10000000,1000000,29,71,0,1,2,3,29112981,34348938.71,138.52,114,245,274,471,972,1000,282220,281876,28.86,1.80,1,compact,0,
dashmap_zipfian_4t_10000000m,dashmap,6.0.0,zipfian,4,10000000,1000000,30,72,0,1,2,3,28985875,34499562.29,145.25,117,252,279,556,968,1000,282220,281876,28.86,1.80,1,compact,0,
dashmap_zipfian_4t_10000000m,dashmap,6.0.0,zipfian,4,10000000,1000000,31,73,0,1,2,3,29306731,34121854.12,147.31,117,254,283,516,3293,1000,282220,281876,28.86,1.80,1,compact,0,
dashmap_zipfian_4t_10000000m,dashmap,6.0.0,zipfian,4,10000000,1000000,32,74,0,1,2,3,29140259,34316784.90,146.86,117,251,277,478,2800,1000,282220,281876,28.86,1.80,1,compact,0,
dashmap_zipfian_4t_10000000m,dashmap,6.0.0,zipfian,4,10000000,1000000,33,75,0,1,2,3,29255426,34181693.34,144.53,117,250,275,466,792,1000,282220,281876,28.86,1.80,1,compact,0,
dashmap_zipfian_4t_10000000m,dashmap,6.0.0,zipfian,4,10000000,1000000,34,76,0,1,2,3,29277027,34156473.61,147.60,118,254,284,485,1002,1000,282220,281876,28.86,1.80,1,compact,0,
dashmap_zipfian_4t_10000000m,dashmap,6.0.0,zipfian,4,10000000,1000000,35,77,0,1,2,3,28968406,34520366.77,156.30,117,249,281,461,13495,1000,282220,281876,28.86,1.80,1,compact,0,
dashmap_zipfian_4t_10000000m,dashmap,6.0.0,zipfian,4,10000000,1000000,36,78,0,1,2,3,28964824,34524635.81,143.64,117,247,276,450,990,1000,282220,281876,28.86,1.80,1,compact,0,
dashmap_zipfian_4t_10000000m,dashmap,6.0.0,zipfian,4,10000000,1000000,37,79,0,1,2,3,28951710,34540274.13,147.89,116,258,285,520,3675,1000,282220,281876,28.86,1.80,1,compact,0,
dashmap_zipfian_4t_10000000m,dashmap,6.0.0,zipfian,4,10000000,1000000,38,80,0,1,2,3,29017644,34461791.59,147.34,117,251,278,537,2940,1000,282220,281876,28.86,1.80,1,compact,0,
dashmap_zipfian_4t_10000000m,dashmap,6.0.0,zipfian,4,10000000,1000000,39,81,0,1,2,3,29107973,34354848.41,149.75,120,258,286,532,889,1000,282220,281876,28.86,1.80,1,compact,0,
