run_id,map_name,map_version,scenario,thread_count,map_size,ops_per_trial,repeat_index,seed,core_mapping,duration_ns,ops_per_sec,mean_sample_latency_ns,p50_latency_ns,p90_latency_ns,p95_latency_ns,p99_latency_ns,max_sample_latency_ns,sampled_ops_count,peak_rss_kb,current_rss_kb,bytes_per_entry,overhead_ratio,numa_nodes,pinning_strategy,allocation_node,notes
dashmap_insert_only_1t_1000000m,dashmap,6.0.0,insert_only,1,1000000,1000000,26,68,0,21137541,47309192.68,62.12,55,63,66,147,1986,1000,38148,37928,38.84,2.43,1,compact,0,
dashmap_insert_only_1t_1000000m,dashmap,6.0.0,insert_only,1,1000000,1000000,27,69,0,21113828,47362325.77,60.37,55,63,67,131,940,1000,38148,37928,38.84,2.43,1,compact,0,
dashmap_insert_only_1t_1000000m,dashmap,6.0.0,insert_only,1,1000000,1000000,28,70,0,21120846,47346588.29,59.77,54,62,66,137,931,1000,38148,37928,38.84,2.43,1,compact,0,
dashmap_insert_only_1t_1000000m,dashmap,6.0.0,insert_only,1,1000000,1000000,29,71,0,21106786,47378127.58,61.38,55,63,66,140,1167,1000,38148,37928,38.84,2.43,1,compact,0,
dashmap_insert_only_1t_1000000m,dashmap,6.0.0,insert_only,1,1000000,1000000,30,72,0,21095236,47404067.91,61.50,54,63,65,124,2099,1000,38148,37928,38.84,2.43,1,compact,0,
dashmap_insert_only_1t_1000000m,dashmap,6.0.0,insert_only,1,1000000,1000000,31,73,0,21092838,47409457.18,59.69,53,63,66,137,880,1000,38148,37928,38.84,2.43,1,compact,0,
dashmap_insert_only_1t_1000000m,dashmap,6.0.0,insert_only,1,1000000,1000000,32,74,0,21135758,47313183.66,60.90,55,63,66,139,859,1000,38148,37928,38.84,2.43,1,compact,0,
dashmap_insert_only_1t_1000000m,dashmap,6.0.0,insert_only,1,1000000,1000000,33,75,0,21121423,47345294.87,60.62,54,62,65,132,1210,1000,38148,37928,38.84,2.43,1,compact,0,
dashmap_insert_only_1t_1000000m,dashmap,6.0.0,insert_only,1,1000000,1000000,34,76,0,21153587,47273306.41,60.48,54,63,66,140,1013,1000,38148,37928,38.84,2.43,1,compact,0,
dashmap_insert_only_1t_1000000m,dashmap,6.0.0,insert_only,1,1000000,1000000,35,77,0,21120812,47346664.51,60.51,54,62,65,167,1101,1000,38148,37928,38.84,2.43,1,compact,0,
dashmap_insert_only_1t_1000000m,dashmap,6.0.0,insert_only,1,1000000,1000000,36,78,0,21147938,47285933.98,60.91,55,64,67,148,998,1000,38148,37928,38.84,2.43,1,compact,0,
dashmap_insert_only_1t_1000000m,dashmap,6.0.0,insert_only,1,1000000,1000000,37,79,0,21056229,47491884.71,60.77,54,63,67,157,835,1000,38148,37928,38.84,2.43,1,compact,0,
dashmap_insert_only_1t_1000000m,dashmap,6.0.0,insert_only,1,1000000,1000000,38,80,0,21102454,47387853.56,61.71,55,63,66,136,1985,1000,38148,37928,38.84,2.43,1,compact,0,
dashmap_insert_only_1t_1000000m,dashmap,6.0.0,insert_only,1,1000000,1000000,39,81,0,21068097,47465131.76,63.19,54,62,66,140,2993,1000,38148,37928,38.84,2.43,1,compact,0,
